Text,Category
"Loading and unloading labor for containers is a fraction of break bulk, and damage and theft are much lower.  Also, many items shipped in containers require less packaging.[68]
",Technology
"Containerization with small boxes was used in both world wars, particularly WW II, but became commercial in the late 1950s.[68]  Containerization left large numbers of warehouses at wharves in port cities vacant, freeing up land for other development.  See also: Intermodal freight transport
",Technology
"Before the factory system much production took place in the household, such as spinning and weaving, and was for household consumption.[71][72]   This was partly due to the lack of transportation infrastructures, especially in America.[73]
",Technology
"Division of labor was practiced in antiquity but became increasingly specialized during the Industrial Revolution, so that instead of a shoemaker cutting out leather as part of the operation of making a shoe, a worker would do nothing but cut out leather.[21][74]  In Adam Smith's famous example of a pin factory, workers each doing a single task were far more productive than a craftsmen making an entire pin.
",Technology
"Starting before and continuing into the industrial revolution, much work was subcontracted under the putting out system (also called the domestic system) whereby work was done at home.  Putting out work included spinning, weaving, leather cutting and, less commonly, specialty items such as firearms parts.  Merchant capitalists or master craftsmen typically provided the materials and collected the work pieces, which were made into finished product in a central workshop.[21][74][75]
",Technology
"During the industrial revolution much production took place in workshops, which were typically located in the rear or upper level of the same building where the finished goods were sold.   These workshops used tools and sometimes simple machinery, which was usually hand or animal powered.  The master craftsman, foreman or merchant capitalist supervised the work and maintained quality.   Workshops grew in size but were displaced by the factory system in the early 19th century.  Under the factory system capitalists hired workers and provided the buildings, machinery and supplies and handled the sale of the finished products.[76]
",Technology
"Changes to traditional work processes that were done after analyzing the work and making it more systematic greatly increased the productivity of labor and capital.  This was the changeover from the European system of craftsmanship, where a craftsman made a whole item,  to the American system of manufacturing which used special purpose machines and machine tools that made parts with precision to be interchangeable. The process took decades to perfect at great expense because interchangeable parts were more costly at first.  Interchangeable parts were achieved by using fixtures to hold and precisely align parts being machined, jigs to guide the machine tools and gauges to measure critical dimensions of finished parts.[49]
",Technology
"Other work processes involved minimizing the number of steps in doing individual tasks, such as bricklaying, by performing time and motion studies to determine the one best method, the system becoming known as Taylorism after Fredrick Winslow Taylor who is the best known developer of this method, which is also known as scientific management after his work The Principles of Scientific Management.[77]
",Technology
"Standardization and interchangeability are considered to be main reasons for U.S. exceptionality.[78]Standardization was part of the change to interchangeable parts, but was also facilitated by the railroad industry and mass-produced goods.[49][79]  Railroad track gauge standardization and standards for rail cars allowed inter-connection of railroads.  Railway time formalized time zones.  Industrial standards included screw sizes and threads and later electrical standards.  Shipping container standards were loosely adopted in the late 1960s and formally adopted ca. 1970.[68]  Today there are vast numbers of technical standards.  Commercial standards includes such things as bed sizes.  Architectural standards cover numerous dimensions including stairs, doors, counter heights and other designs to make buildings safe, functional and in some cases allow a degree of interchangeability.
",Technology
"Electrification allowed the placement of machinery such as machine tools in a systematic arrangement along the flow of the work.  Electrification was a practical way to motorize conveyors to transfer parts and assemblies to workers,  which was a key step leading to mass production and the assembly line.[20]
",Technology
"Business administration, which includes management practices and accounting systems is another important form of work practices.  As the size of businesses grew in the second half of the 19th century they began being  organized by departments and managed by professional managers as opposed to being run by sole proprietors or partners.[80]
",Technology
"Business administration as we know it was developed by railroads who had to keep up with trains, railcars, equipment, personnle and freight over large territories.[80]
",Technology
"Modern business enterprise (MBE) is the organization and management of businesses, particularly large ones.[81]  MBE's employ professionals who use knowledge based techniques such areas as engineering, research and development, information technology, business administration, finance and accounting.  MBE's typically benefit from economies of scale.
",Technology
"“Before railroad accounting we were moles burrowing in the dark.""[82]  Andrew Carnegie",Technology
"Continuous production is a method by which a process operates without interruption for long periods, perhaps even years.  Continuous production began with blast furnaces in ancient times and became popular with mechanized processes following the invention of the Fourdrinier paper machine during the Industrial Revolution, which was the inspiration for continuous rolling.[83]  It began being widely used in chemical and petroleum refining industries in the late nineteenth and early twentieth centuries.  It was later applied to direct strip casting of steel and other metals.
",Technology
"Early steam engines did not supply power at a constant enough load for many continuous applications ranging from cotton spinning to rolling mills, restricting their power source to water.  Advances in steam engines such as the Corliss steam engine and the development of control theory led to more constant engine speeds, which made steam power useful for sensitive tasks such as cotton spinning.  AC motors, which run at constant speed even with load variations, were well suited to such processes.
",Technology
"Losses of agricultural products to spoilage, insects and rats contributed greatly to productivity.  Much hay stored outdoors was lost to spoilage before indoor storage or some means of coverage became common.  Pasteurization of milk allowed it to be shipped by railroad.[26]
",Technology
"Keeping livestock indoors in winter reduces the amount of feed needed.  Also, feeding chopped hay and ground grains, particularly corn (maize), was found to improve digestibility.[26]  The amount of feed required to produce a kg of live weight chicken fell from 5 in 1930 to 2 by the late 1990s and the time required fell from three months to six weeks.[17]
",Technology
"The Green Revolution increased crop yields by a factor of 3 for soybeans and between 4 and 5 for corn (maize), wheat, rice and some other crops.  Using data for corn (maize) in the U.S., yields increased about 1.7 bushels per acre from the early 1940s until the first decade of the 21st century when concern was being expressed about reaching limits of photosynthesis.  Because of the constant nature of the yield increase, the annual percentage increase has declined from over 5% in the 1940s to 1% today, so while yields for a while outpaced population growth, yield growth now lags population growth.
",Technology
"High yields would not be possible without significant applications of fertilizer,[85][86] particularly nitrogen fertilizer which was made affordable by the Haber-Bosch ammonia process.[87]  Nitrogen fertilizer is applied in many parts of Asia in amounts subject to diminishing returns,[87] which however does still give a slight increase in yield.  Crops in Africa are in general starved for NPK and much of the world's soils are deficient in zinc, which leads to deficiencies in humans.
",Technology
"The greatest period of agricultural productivity growth in the U.S. occurred from World War 2 until the 1970s.[88]
",Technology
"Land is considered a form of capital, but otherwise has received little attention relative to its importance as a factor of productivity by modern economists, although it was important in classical economics.  However, higher crop yields effectively multiplied the amount of land.
",Technology
"The process of making cast iron was known before the 3rd century AD in China.[89]  Cast iron production reached Europe in the 14th century and Britain around 1500.  Cast iron was useful for casting into pots and other implements, but was too brittle for making most tools.  However, cast iron had a lower melting temperature than wrought iron and was much easier to make with primitive technology.[90] Wrought iron was the material used for making many hardware items, tools and other implements.  Before cast iron was made in Europe, wrought iron was made in small batches by the bloomery process, which was never used in China.[89]  Wrought iron could be made from cast iron more cheaply than it could be made with a bloomery.
",Technology
"The inexpensive process for making good quality wrought iron was puddling, which became widespread after 1800.[91]  Puddling involved stirring molten cast iron until small globs sufficiently decarburized to form globs of hot wrought iron that were then removed and hammered into shapes. Puddling was extremely labor-intensive. Puddling was used until the introduction of the Bessemer and open hearth processes in the mid and late 19th century, respectively.[21]
",Technology
"Blister steel was made from wrought iron by packing wrought iron in charcoal and heating for several days. See: Cementation process The blister steel could be heated and hammered with wrought iron to make shear steel, which was used for cutting edges like scissors, knives and axes.  Shear steel was of non uniform quality and a better process was needed for producing watch springs, a popular luxury item in the 18th century.  The successful process was crucible steel, which was made by melting wrought iron and blister steel in a crucible.[21][28]
",Technology
"Production of steel and other metals was hampered by the difficulty in producing sufficiently high temperatures for melting.  An understanding of thermodynamic principles such as recapturing heat from flue gas by preheating combustion air, known as hot blast, resulted in much higher energy efficiency and higher temperatures.  Preheated combustion air was used in iron production and in the open hearth furnace.  In 1780, before the introduction of hot blast in 1829, it required seven times as much coke as the weight of the product pig iron.[92]  The hundredweight of coke per short ton of pig iron was 35 in 1900, falling to 13 in 1950.  By 1970 the most efficient blast furnaces used 10 hundredweight of coke per short ton of pig iron.[27]
",Technology
"Steel has much higher strength than wrought iron and allowed long span bridges, high rise buildings, automobiles and other items.  Steel also made superior threaded fasteners (screws, nuts, bolts), nails, wire and other hardware items.  Steel rails lasted over 10 times longer than wrought iron rails.[93]
",Technology
"The Bessemer and open hearth processes were much more efficient than making steel by the puddling process because they used the carbon in the pig iron as a source of heat.  The Bessemer (patented in 1855) and the Siemens-Martin (c. 1865) processes greatly reduced the cost of steel. By the end of the 19th century, Gilchirst-Thomas “basic” process had reduced production costs by 90% compared to the puddling process of the mid-century.
",Technology
"Today a variety of alloy steels are available that have superior properties for special applications like automobiles, pipelines and drill bits.  High speed or tool steels, whose development began in the late 19th century, allowed machine tools to cut steel at much higher speeds.[94]  High speed steel and even harder materials were an essential component of mass production of automobiles.[95]
",Technology
"Some of the most important specialty materials are steam turbine and gas turbine blades, which have to withstand extreme mechanical stress and high temperatures.[28]
",Technology
"The size of blast furnaces grew greatly over the 20th century and innovations like additional heat recovery and pulverized coal, which displaced coke and increased energy efficiency.[96]
",Technology
"Bessemer steel became brittle with age because nitrogen was introduced when air was blown in.[97]  The Bessemer process was also restricted to certain ores (low phosphate hematite).  By the end of the 19th century the Bessemer process was displaced by the open hearth furnace (OHF).  After World War II the OHF was displaced by the basic oxygen furnace (BOF), which used oxygen instead of air and required about 35–40 minutes to produce a batch of steel compared to 8 to 9 hours for the OHF. The BOF also was more energy efficient.[96]
",Technology
"By 1913, 80% of steel was being made from molten pig iron directly from the blast furnace, eliminating the step of casting the ""pigs"" (ingots) and remelting.[61]
",Technology
"The continuous wide strip rolling mill, developed by ARMCO in 1928, was most important development in steel industry during the inter-war years.[98]  Continuous wide strip rolling started with a thick, coarse ingot.  It produced a smoother sheet with more uniform thickness, which was better for stamping and gave a nice painted surface.  It was good for automotive body steel and  appliances.  It used only a fraction of the labor of the discontinuous process, and was safer because it did not require continuous handling.  Continuous rolling was made possible by improved sectional speed control:  See: Automation, process control and servomechanisms
",Technology
"After 1950 continuous casting contributed to productivity of converting steel to structural shapes by eliminating the intermittent step of making slabs, billets (square cross-section) or blooms (rectangular) which then usually have to be reheated before rolling into shapes.[24]  Thin slab casting, introduced in 1989, reduced labor to less than one hour per ton.  Continuous thin slab casting and the BOF were the two most important productivity advancements in 20th-century steel making.[99]
",Technology
"As a result of these innovations, between 1920 and 2000 labor requirements in the steel industry decreased by a factor of 1,000, from more than 3 worker-hours per tonne to just 0.003.[24]
",Technology
"Sodium compounds: carbonate, bicarbonate and hydroxide are important industrial chemicals used in important products like making glass and soap.  Until the invention of the Leblanc process in 1791, sodium carbonate was made, at high cost, from the ashes of seaweed and the plant barilla.  The Leblanc process was replaced by the Solvay process beginning in the 1860s.  With the widespread availability of inexpensive electricity, much sodium is produced along with chlorine by electro-chemical processes.[21]
",Technology
"Cement is the binder for concrete, which is one of the most widely used construction materials today because of its low cost, versatility and durability.  Portland cement, which was invented 1824-5, is made by calcining limestone and other naturally occurring minerals in a kiln.[100] A great advance was the perfection of rotary cement kilns in the 1890s, the method still being used today.[101] Reinforced concrete, which is suitable for structures, began being used in the early 20th century.[102]
",Technology
"Paper was made one sheet at a time by hand until development of the Fourdrinier paper machine (c. 1801) which made a continuous sheet.  Paper making was severely limited by the supply of cotton and linen rags from the time of the invention of the printing press until the development of wood pulp (c. 1850s)in response to a shortage of rags.[4]  The sulfite process for making wood pulp started operation in Sweden in 1874. Paper made from sulfite pulp had superior strength properties than the previously used ground wood pulp (c. 1840).[103] The kraft (Swedish for strong) pulping process was commercialized in the 1930s.  Pulping chemicals are recovered and internally recycled in the kraft process, also saving energy and reducing pollution.[103][104]  Kraft paperboard is the material that the outer layers of corrugated boxes are made of.  Until Kraft corrugated boxes were available, packaging consisted of poor quality paper and paperboard boxes along with wood boxes and crates. Corrugated boxes require much less labor to manufacture than wooden boxes and offer good protection to their contents.[103]  Shipping containers reduce the need for packaging.[68]
",Technology
"Vulcanized rubber made the pneumatic tire possible, which in turn enabled the development of on and off-road vehicles as we know them.  Synthetic rubber became important during the Second World War when supplies of natural rubber were cut off.
",Technology
"Rubber inspired a class of chemicals known as elastomers, some of which are used by themselves or in blends with rubber and other compounds for seals and gaskets, shock absorbing bumpers and a variety of other applications.
",Technology
"Plastics can be inexpensively made into everyday items and have significantly lowered the cost of a variety of goods including packaging, containers, parts and household piping.
",Technology
"Optical fiber began to replace copper wire in the telephone network during the 1980s.  Optical fibers are very small diameter, allowing many to be bundled in a cable or conduit.  Optical fiber is also an energy efficient means of transmitting signals.
",Technology
"Seismic exploration, beginning in the 1920s, uses reflected sound waves to map subsurface geology to help locate potential oil reservoirs.  This was a great improvement over previous methods, which involved mostly luck and good knowledge of geology, although luck continued to be important in several major discoveries.  Rotary drilling was a faster and more efficient way of drilling oil and water wells.  It became popular after being used for the initial discovery of the East Texas field in 1930.
",Technology
"Numerous new hard materials were developed for cutting edges such as in machining.  Mushet steel, which was developed in 1868, was a forerunner of High speed steel, which was developed by a team led by Fredrick Winslow Taylor at Bethlehem Steel Company around 1900.[77]  High speed steel held its hardness even when it became red hot.  It was followed by a number of  modern alloys.
",Technology
"From 1935 to 1955 machining cutting speeds increased from 120–200 ft/min to 1000 ft/min due to harder cutting edges, causing machining costs to fall by 75%.[105]
",Technology
"One of the most important new hard materials for cutting is tungsten carbide.
",Technology
"Dematerialization is the reduction of use of materials in manufacturing, construction, packaging or other uses.  In the U.S. the quantity of raw materials per unit of output decreased approx 60% since 1900.  In Japan the reduction has been 40% since 1973.[106]
",Technology
"Dematerialization is made possible by substitution with better materials and by engineering to reduce weight while maintaining function.  Modern examples are plastic beverage containers replacing glass and paperboard, plastic shrink wrap used in shipping and light weight plastic packing materials.  Dematerialization has been occurring in the U. S. steel industry where the peak in consumption occurred in 1973 on both an absolute and per capita basis.[96] At the same time, per capita steel consumption grew globally through outsourcing.[107] Cumulative global GDP or wealth has grown in direct proportion to energy consumption since 1970, while Jevons paradox posits that efficiency improvement leads to increased energy consumption.[108][109] Access to energy globally constrains dematerialization.[110]
",Technology
"The telegraph appeared around the beginning of the railroad era and railroads typically installed telegraph lines along their routes for communicating with the trains.[111]
",Technology
"Teleprinters appeared in 1910[112] and had replaced between 80 and 90% of Morse code operators by 1929.  It is estimated that one teletypist replaced 15 Morse code operators.[61]
",Technology
"The early use of telephones was primarily for business.  Monthly service cost about one third of the average worker's earnings.[24] The telephone along with trucks and the new road networks allowed businesses to reduce inventory sharply during the 1920s.[53]
",Technology
"Telephone calls were handled by operators using switchboards until the automatic switchboard was introduced in 1892.   By 1929, 31.9% of the Bell system was automatic.[61]
",Technology
"Automatic telephone switching originally used electro-mechanical switches controlled by vacuum tube devices, which consumed a large amount of electricity.  Call volume eventually grew so fast that it was feared the telephone system would consume all electricity production, prompting Bell Labs to begin research on the transistor.[113]
",Technology
"After WWII microwave transmission began being used for long distance telephony and transmitting television programming to local stations for rebroadcast.
",Technology
"The diffusion of telephony to households was mature by the arrival of fiber optic communications in the late 1970s.  Fiber optics greatly increased the transmission capacity of information over previous copper wires and further lowered the cost of long distance communication.[114]
",Technology
"Communications satellites came into use in the 1960s and today carry a variety of information including credit card transaction data, radio, television and telephone calls.[111]  The Global Positioning System (GPS) operates on signals from satellites.
",Technology
"Fax (short for facsimile) machines of various types had been in existence since the early 1900s but became widespread beginning in the mid-1970s.
",Technology
"Before public water was supplied to households it was necessary for someone annually to haul up to 10,000 gallons of water to the average household.[115]
",Technology
"Natural gas began being supplied to households in the late 19th century.
",Technology
"Household appliances followed household electrification in the 1920s, with consumers buying electric ranges, toasters, refrigerators and washing machines.  As a result of appliances and convenience foods, time spent on meal preparation and clean up, laundry and cleaning decreased from 58 hours/week in 1900 to 18 hours/week by 1975.  Less time spent on housework allowed more women to enter the labor force.[116]
",Technology
"Automation means automatic control, meaning a process is run with minimum operator intervention.  Some of the various levels of automation are: mechanical methods, electrical relay, feedback control with a controller and computer control.  Common applications of automation are for controlling temperature, flow and pressure. Automatic speed control is important in many industrial applications, especially in sectional drives, such as found in metal rolling and paper drying.[117]
",Technology
"The earliest applications of process control were mechanisms that adjusted the gap between mill stones for grinding grain and for keeping windmills facing into the wind.  The centrifugal governor used for adjusting the mill stones was copied by James Watt for controlling speed of steam engines in response to changes in heat load to the boiler; however, if the load on the engine changed the governor only held the speed steady at the new rate.  It took much development work to achieve the degree of steadiness necessary to operate textile machinery.[118]  A mathematical analysis of control theory was first developed by James Clerk Maxwell.  Control theory was developed to its ""classical"" form by the 1950s.[119] See: Control theory#History
",Technology
"Factory electrification brought simple electrical controls such as ladder logic, whereby push buttons could be used to activate relays to engage motor starters.  Other controls such as interlocks, timers and limit switches could be added to the circuit.
",Technology
"Today automation usually refers to feedback control.  An example is cruise control on a car, which applies continuous correction when a sensor on the controlled variable (Speed in this example) deviates from a set-point and can respond in a corrective manner to hold the setting.  Process control is the usual form of automation that allows industrial operations like oil refineries, steam plants generating electricity or paper mills to be run with a minimum of manpower, usually from a number of control rooms.
",Technology
"The need for instrumentation grew with the rapidly growing central electric power stations after the First World War.  Instrumentation was also important for heat treating ovens, chemical plants and refineries.  Common instrumentation was for measuring temperature, pressure or flow.  Readings were typically recorded on circle charts or strip charts.  Until the 1930s control was typically ""open loop"", meaning that it did not use feedback.  Operators made various adjustments by such means as turning handles on valves.[120]  If done from a control room a message could be sent to an operator in the plant by color coded light, letting him know whether to increase or decrease whatever was being controlled.  The signal lights were operated by a switchboard, which soon became automated.[121]  Automatic control became possible with the feedback controller, which sensed the measured variable, measured the deviation from the setpoint and perhaps the rate of change and time weighted amount of deviation, compared that with the setpoint and automatically applied a calculated adjustment.  A stand-alone controller may use a combination of mechanical, pneumatic, hydraulic or electronic analogs to manipulate the controlled device.  The tendency was to use electronic controls after these were developed, but today the tendency is to use a computer to replace individual controllers.
",Technology
"By the late 1930s feedback control was gaining widespread use.[119]   Feedback control was an important technology for continuous production.
",Technology
"Automation of the telephone system allowed dialing local numbers instead of having calls placed through an operator.  Further automation allowed callers to place long distance calls by direct dial. Eventually almost all operators were replaced with automation.
",Technology
"Machine tools were automated with Numerical control (NC) in the 1950s.  This soon evolved into computerized numerical control (CNC).
",Technology
"Servomechanisms are commonly position or speed control devices that use feedback.  Understanding of these devices is covered in control theory.  Control theory was successfully applied to steering ships in the 1890s, but after meeting with personnel resistance it was not widely implemented for that application until after the First World War.  Servomechanisms are extremely important in providing automatic stability control for airplanes and in a wide variety of industrial applications.
",Technology
"Industrial robots were used on a limited scale from the 1960s but began their rapid growth phase in the mid-1980s after the widespread availability of microprocessors used for their control.  By 2000 there were over 700,000 robots worldwide.[17]
",Technology
"Early electric data processing was done by running punched cards through tabulating machines, the holes in the cards allowing electrical contact to increment electronic counters. Tabulating machines were in a category called unit record equipment, through which the flow of punched cards was arranged in a program-like sequence to allow sophisticated data processing.  Unit record equipment was widely used before the introduction of computers.
",Technology
"The usefulness of tabulating machines was demonstrated by compiling the 1890 U.S. census, allowing the census to be processed in less than a year and with great labor savings compared to the estimated 13 years by the previous manual method.[122]
",Technology
"The first digital computers were more productive than tabulating machines, but not by a great amount.  Early computers used thousands of vacuum tubes (thermionic valves) which used a lot of electricity and constantly needed replacing.  By the 1950s the vacuum tubes were replaced by transistors which were much more reliable and used relatively little electricity.  By the 1960s thousands of transistors and other electronic components could be manufactured on a silicon semiconductor wafer as integrated circuits, which are universally used in today's computers.
",Technology
"Computers used paper tape and punched cards for data and programming input until the 1980s when it was still common to receive monthly utility bills printed on a punched card that was returned with the customer’s payment.
",Technology
"In 1973 IBM introduced point of sale (POS) terminals in which electronic cash registers were networked to the store mainframe computer. By the 1980s bar code readers were added. These technologies automated inventory management. Wal-Mart was an early adopter of POS.  The Bureau of Labor Statistics estimated  that bar code scanners at checkout increased ringing speed by 30% and reduced labor requirements of cashiers and baggers by 10-15%.[123]
",Technology
"Data storage became better organized after the development of relational database software that allowed data to be stored in different tables.  For example, a theoretical airline may have numerous tables such as: airplanes, employees, maintenance contractors, caterers, flights, airports, payments, tickets, etc. each containing a narrower set of more specific information than would a flat file, such as a spreadsheet.  These tables are related by common data fields called keys. (See: Relational model) Data can be retrieved in various specific configurations by posing a query without having to pull up a whole table.  This, for example, makes it easy to find a passenger's seat assignment by a variety of means such as ticket number or name, and provide only the queried information.  See: SQL
",Technology
"Since the mid-1990s, interactive web pages have allowed users to access various servers over Internet to engage in e-commerce such as online shopping, paying bills, trading stocks, managing bank accounts and renewing auto registrations.  This is the ultimate form of back office automation because the transaction information is transferred directly to the database.
",Technology
"Computers also greatly increased productivity of the communications sector, especially in areas like the elimination of telephone operators. In engineering, computers replaced manual drafting with CAD, with a 500% average increase in a draftsman's output.[17]  Software was developed for calculations used in designing electronic circuits, stress analysis, heat and material balances.  Process simulation software has been developed for both steady state and dynamic simulation, the latter able to give the user a very similar experience to operating a real process like a refinery or paper mill, allowing the user to optimize the process or experiment with process modifications.
",Technology
"Automated teller machines (ATM's) became popular in recent decades and self checkout at retailers appeared in the 1990s.
",Technology
"The Airline Reservations System and banking are areas where computers are practically essential. Modern military systems also rely on computers.
",Technology
"In 1959 Texaco’s Port Arthur refinery became the first chemical plant to use digital process control.[123]
",Technology
"Computers did not revolutionize manufacturing because automation, in the form of control systems, had already been in existence for decades, although computers did allow more sophisticated control, which led to improved product quality and process optimization. See: Productivity paradox
",Technology
"""The years 1929-1941 were, in the aggregate, the most technologically progressive of any comparable period in U.S. economic history."" Alexander J. Field[124]",Technology
"""As industrialization has proceeded, its effects, relatively speaking, have become less, not more, revolutionary""....""There has, in effect, been a general progression in industrial commodities from a deficiency to a surplus of capital relative to internal investments"".[125]  Alan Sweezy, 1943",Technology
"U.S. productivity growth has been in long term decline since the early 1970s, with the exception of a 1996–2004 spike caused by an acceleration of Moore's law semiconductor innovation.[126][127][128][129][130] Part of the early decline was attributed to increased governmental regulation since the 1960s, including stricter environmental regulations.[131] Part of the decline in productivity growth is due to exhaustion of opportunities, especially as the traditionally high productivity sectors decline in size.[132][133] Robert J. Gordon considered productivity to be ""one big wave"" that crested and is now receding to a lower level, while M. King Hubbert called the phenomenon of the great productivity gains preceding the Great Depression a ""one time event.""[134][135]
",Technology
"Because of reduced population growth in the U.S. and a peaking of productivity growth, sustained U.S. GDP growth has never returned to the 4% plus rates of the pre-World War I decades.[136][137][138]
",Technology
"The computer and computer-like semiconductor devices used in automation are the most significant productivity improving technologies developed in the final decades of the twentieth century; however, their contribution to overall productivity growth was disappointing. Most of the productivity growth occurred in the new industry computer and related industries.[124]  Economist Robert J. Gordon is among those who questioned whether computers lived up to the great innovations of the past, such as electrification.[134] This issue is known as the productivity paradox. Gordon's (2013) analysis of productivity in the U.S. gives two possible surges in growth, one during 1891–1972 and the second in 1996–2004 due to the acceleration in Moore's law-related technological innovation.[139]
",Technology
"Improvements in productivity affected the relative sizes of various economic sectors by reducing prices and employment. Agricultural productivity released labor at a time when manufacturing was growing. Manufacturing productivity growth peaked with factory electrification and automation, but still remains significant. However, as the relative size of the manufacturing sector shrank the government and service sectors, which have low productivity growth, grew.[132]
",Technology
"Chronic hunger and malnutrition were the norm for the majority of the population of the world including England and France, until the latter part of the 19th century. Until about 1750, in large part due to malnutrition, life expectancy in France was about 35 years, and only slightly higher in England.  The U.S. population of the time was adequately fed, were much taller and had life expectancies of 45–50 years.[140][141]  (See also: British Agricultural Revolution)
",Technology
"The gains in standards of living have been accomplished largely through increases in productivity.  In the U.S. the amount of personal consumption that could be bought with one hour of work was about $3.00 in 1900 and increased to about $22 by 1990, measured in 2010 dollars.[116]  For comparison, a U. S. worker today earns more (in terms of buying power) working for ten minutes than subsistence workers, such as the English mill workers that Fredrick Engels wrote about in 1844, earned in a 12-hour day.
",Technology
"As a result of productivity increases, the work week declined considerably over the 19th century.[142][143]  By the 1920s the average work week in the U.S. was 49 hours, but the work week was reduced to 40 hours (after which overtime premium was applied) as part of the National Industrial Recovery Act of 1933.
",Technology
"The Second Industrial Revolution, also known as the Technological Revolution,[1] was a phase of rapid industrialization in the final third of the 19th century and the beginning of the 20th. The First Industrial Revolution, which ended in the early to mid 1800s, was punctuated by a slowdown in macroinventions[clarification needed] before the Second Industrial Revolution in 1870. Though a number of its characteristic events can be traced to earlier innovations in manufacturing, such as the establishment of a machine tool industry, the development of methods for manufacturing interchangeable parts and the invention of the Bessemer Process to produce steel, the Second Industrial Revolution is generally dated between 1870 and 1914 (the start of World War I).[2]
",Technology
"Advancements in manufacturing and production technology enabled the widespread adoption of preexisting technological systems such as telegraph and railroad networks, gas and water supply, and sewage systems, which had earlier been concentrated to a few select cities. The enormous expansion of rail and telegraph lines after 1870 allowed unprecedented movement of people and ideas, which culminated in a new wave of globalization. In the same time period, new technological systems were introduced, most significantly electrical power and telephones. The Second Industrial Revolution continued into the 20th century with early factory electrification and the production line, and ended at the start of World War I.
",Technology
"The Second Industrial Revolution was a period of rapid industrial development, primarily in Britain, Germany and the United States, but also in France, the Low Countries, Italy and Japan. It followed on from the First Industrial Revolution that began in Britain in the late 18th century that then spread throughout Western Europe and later North America. It was characterized by the build out of railroads, large-scale iron and steel production, widespread use of machinery in manufacturing, greatly increased use of steam power, widespread use of the telegraph, use of petroleum and the beginning of electrification.  It also was the period during which modern organizational methods for operating large scale businesses over vast areas came into use.
",Technology
"The concept was introduced by Patrick Geddes, Cities in Evolution (1910), but David Landes' use of the term in a 1966 essay and in The Unbound Prometheus (1972) standardized scholarly definitions of the term, which was most intensely promoted by Alfred Chandler (1918–2007). However, some continue to express reservations about its use.[3]
",Technology
"Landes (2003) stresses the importance of new technologies, especially, the internal combustion engine and petroleum, new materials and substances, including alloys and chemicals, electricity and communication technologies (such as the telegraph, telephone and radio).
",Technology
"Vaclav Smil called the period 1867–1914 ""The Age of Synergy"" during which most of the great innovations were developed since the inventions and innovations were engineering and science-based.[4]
",Technology
"A synergy between iron and steel, railroads and coal developed at the beginning of the Second Industrial Revolution.  Railroads allowed cheap transportation of materials and products, which in turn led to cheap rails to build more roads.  Railroads also benefited from cheap coal for their steam locomotives.  This synergy led to the laying of 75,000 miles of track in the U.S. in the 1880s, the largest amount anywhere in world history.[5]
",Technology
"The hot blast technique, in which the hot flue gas from a blast furnace is used to preheat combustion air blown into a blast furnace, was invented and patented by James Beaumont Neilson in 1828 at Wilsontown Ironworks in Scotland. Hot blast was the single most important advance in fuel efficiency of the blast furnace as it greatly reduced the fuel consumption for making pig iron, and was one of the most important technologies developed during the Industrial Revolution.[6] Falling costs for producing wrought iron coincided with the emergence of the railway in the 1830s.
",Technology
"The early technique of hot blast used iron for the regenerative heating medium.  Iron caused problems with expansion and contraction, which stressed the iron and caused failure. Edward Alfred Cowper developed the Cowper stove in 1857.[7]  This stove used firebrick as a storage medium, solving the expansion and cracking problem.  The Cowper stove was also capable of producing high heat, which resulted in very high throughput of blast furnaces.  The Cowper stove is still used in today's blast furnaces.
",Technology
"With the greatly reduced cost of producing pig iron with coke using hot blast, demand grew dramatically and so did the size of blast furnaces.[8][9]
",Technology
"The Bessemer process, invented by Sir Henry Bessemer, allowed the mass-production of steel, increasing the scale and speed of production of this vital material, and decreasing the labor requirements. The key principle was the removal of excess carbon and other impurities from pig iron by oxidation with air blown through the molten iron. The oxidation also raises the temperature of the iron mass and keeps it molten.
",Technology
"The ""acid"" Bessemer process had a serious limitation in that it required relatively scarce hematite ore[10] which is low in phosphorus. Sidney Gilchrist Thomas developed a more sophisticated process to eliminate the phosphorus from iron. Collaborating with his cousin, Percy Gilchrist a chemist at the Blaenavon Ironworks, Wales, he patented his process in 1878;[11] Bolckow Vaughan & Co. in Yorkshire was the first company to use his patented process.[12] His process was especially valuable on the continent of Europe, where the proportion of phosphoric iron was much greater than in England, and both in Belgium and in Germany the name of the inventor became more widely known than in his own country. In America, although non-phosphoric iron largely predominated, an immense interest was taken in the invention.[12]
",Technology
"The next great advance in steel making was the Siemens-Martin process. Sir Charles William Siemens developed his regenerative furnace in the 1850s, for which he claimed in 1857 to able to recover enough heat to save 70–80% of the fuel. The furnace operated at a high temperature by using regenerative preheating of fuel and air for combustion. Through this method, an open-hearth furnace can reach temperatures high enough to melt steel, but Siemens did not initially use it in that manner.
",Technology
"French engineer Pierre-Émile Martin was the first to take out a license for the Siemens furnace and apply it to the production of steel in 1865. The Siemens-Martin process complemented rather than replaced the Bessemer process.  Its main advantages were that it did not expose the steel to excessive nitrogen (which would cause the steel to become brittle), it was easier to control, and that it permitted the melting and refining of large amounts of scrap steel, lowering steel production costs and recycling an otherwise troublesome waste material. It became the leading steel making process by the early 20th century.
",Technology
